Name,Description,Time
Open Play: Popup Playtime!,"Join us for a library playdate and meet other caregivers as we explore developmentally appropriate play materials in a safe, warm, and joyful environment. Extend your child’s learning through play!

Sign up for the NYPL Kids e-newsletter to get information on upcoming author talks and events happening at the Library and online. Get updates on online programming, at-home activities, and more in your inbox!

--

Únase a nosotros para una visita a la biblioteca y conozca a otros cuidadores mientras…",2025-03-25 01:29:59.000000
Computer Basics: One-on-One Session,"This event will take place in person at George Bruce Library. Do you want to learn more about the computer?  Library staff is available to provide one-on-one instruction on the following topics:


	Learn to type and use a mouse 
	Internet for Beginners 
	Email for Beginners
	Windows 7 Basics
	Microsoft Word 2010 for Beginners
	Connecting Devices to the Computer
	Downloading NYPL e-Books
	Getting the most out of the NYPL catalog


 The computer sessions are for 45 minutes. Please register at the…",2025-03-24 19:20:40.000000
Baby Lapsit Storytime,"This event will take place in person at the Webster Library. Join us for a special time to bond with your little one. We will explore the joys of movement, books, and songs, in addition to building early learning skills you can practice at home. Come prepared to sit with your child on your lap. Best for children who are pre-walkers or crawlers  (0-18 months).

Space is limited to 15 households. Advance registration is required. PLEASE REGISTER UNDER THE CHILD'S NAME.

Registration will open one…",2025-03-25 01:12:07.000000
Family Storytime,"Come have fun at storytime every Tuesday at the George Bruce Library. Enjoy stories, music, and movement activities!

Ages 0-5.",2025-03-24 15:23:00.000000
Intermediate Level Conversation Classes - IN PERSON,"This event will take place IN PERSON at the Stavros Niarchos Foundation Library.

Conversation Classes: We Speak NYC

For adult English language learners (age 16 and up)

Practice English by watching We Speak NYC videos and discussing them with adults from around the world!

Tuesdays, April 4, 25 (no in-person classes April 11, 18).

NO registration needed! Just come to a conversation class!",2025-03-25 00:50:58.000000
Baby Lapsit Storytime,"This event will take place in person at the Yorkville Library. Join us for a special time to bond with your little one and meet other caregivers. We will explore the joys of movement, books, and songs, in addition to building early learning skills you can practice at home. Come prepared to sit with your child on your lap. Best for children who are pre-walkers or crawlers. 

	 

	Please Note:

	* Ticket required for entry. Limited to 25 children plus caregiver(s)*

	**11:30 Storytime - tickets av…",2025-03-24 17:27:42.000000
Mouse and Keyboard Basics,"This will be an in person event held in the Baychester Community Room. 

On the second and fourth tuesday of every month the Baychester Library wil be having a mouse and keybaord basics workshop to assists any petrons who would like learn of practice skills realting to using a mouse and keyboard. The instructor will have several exercises encourage further skill development. 

Registration is not required. People will be allowed in on a first come first serve basis. 

The maximum capacity for th…",2025-03-24 17:55:23.000000
Beyond Crayons,"Worry less, Create more!

This event will take place in person at the Pelham Bay Library. If you like to color or draw, we invite you to participate and enjoy a relaxing time with us. All materials will be provided by the library. Join Us!

¡Preocúpate menos, crea más!

Si te gusta colorear o dibujar te invitamos a que participes y disfrutes con nosotros de un momento relajante.Todos los materiales serán proporcionados por la biblioteca.   ¡Ven y colorea con nosotros!",2025-03-24 21:41:46.000000
Open Play,"Come enjoy playtime in the Children's Reading Room! Enjoy a warm and inviting space where you and your child can play and socialize with others in the community. A great opportunity to meet up with other parents and caretakers.

Please note: This program is for both caregiver and child. It is not a structured class. Our reading room is a multi-purpose space. Take care to supervise children at all times.

Recommended for Ages 0-3.",2025-03-24 14:54:57.000000
Tuesday Movie Matinée April Foolishness: Who Framed Roger Rabbit,"Every Tuesday in April we will be playing a different movie in the 2nd floor programming room.
	This month's theme? Hilarity!

First come first served.
	Masks are strongly recommended!

Who Framed Roger Rabbit
	Tuesday, April 25th at 1pm
	104 minutes, Rated PG
	Detective Noire meets Toon Town antics in this groundbreaking 1988 comedy that won 4 Oscars!",2025-03-24 10:58:46.000000
Island Writers,"Do you have a passion for writing? Join us for our Island Writers, a creative writing group. This group is for writers of different levels and expertise. We are here to help one another on the journey of self-expression and creativity! Every Tuesday at 1 PM",2025-03-24 16:13:06.000000
Learn to Knit with Sandra Saez Ramirez,"Explore your artistic potential with Creative Aging, a series of art workshops for adults 50 and older.
	 

This program series will be held in person at Throg's Neck Library. Join us for Learn to Knit!  Teaching artist Sandra Saez Ramirez  will guide participants through the fundamentals of knitting over eight sessions.

The sessions focus mostly on knitting techniques, with a goal of completing a final project of a scarf or small bag.
	 

Materials will be provided. 

 

This program is first…",2025-03-24 16:37:47.000000
